dataset_name	uuid	system	path
TCGA-A2-A0SV-10A-01W-A097-09.wxs.N.hg38	1571b866-6da0-48a3-875c-21cbaef4e7cb	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/GDC/WXS/1571b866-6da0-48a3-875c-21cbaef4e7cb/TCGA-A2-A0SV-10A-01W-A097-09_IlluminaGA-DNASeq_exome_gdc_realn.bam
TCGA-A2-A0SV.WGS.T.hg38	01d4d982-78ac-4a3e-af3c-573020750582	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/AWS/WGS/e5d68120-9e96-4b91-83b6-67f2562f0a92_wgs_gdc_realn.bam
TCGA-A2-A0SW-01A-11D-A099-09.wxs.T.hg38	444d80c3-1456-4a43-a20a-14b4f8d06c58	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/GDC/WXS/444d80c3-1456-4a43-a20a-14b4f8d06c58/TCGA-A2-A0SW-01A-11D-A099-09_IlluminaGA-DNASeq_exome_gdc_realn.bam
TCGA-A2-A0SW-10A-01D-A723-36.wgs.N.hg38	0553c21c-142b-480f-bbcc-d12fe6c9d580	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/AWS/WGS/305d9013-59da-4352-ab6a-353b4969911b_wgs_gdc_realn.bam
TCGA-A2-A0SW-10A-01W-A097-09.wxs.N.hg38	b8aea502-74e4-472a-aed9-6ca6e803a0d1	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/GDC/WXS/b8aea502-74e4-472a-aed9-6ca6e803a0d1/TCGA-A2-A0SW-10A-01W-A097-09_IlluminaGA-DNASeq_exome_gdc_realn.bam
TCGA-A2-A0SW.WGS.T.hg38	c960d431-6da7-4897-83e2-91c189372735	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/AWS/WGS/b6083f69-1744-4ce5-8912-d70c9554d55a_wgs_gdc_realn.bam
TCGA-A2-A0SX-01A-12D-A099-09.wxs.T.hg38	b59dd415-ab95-4da4-8f4a-78625e6c76ef	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/GDC/WXS/b59dd415-ab95-4da4-8f4a-78625e6c76ef/TCGA-A2-A0SX-01A-12D-A099-09_IlluminaGA-DNASeq_exome_gdc_realn.bam
TCGA-A2-A0SX-10A-01D-A099-09.wxs.N.hg38	63ce6678-4d64-49b3-9e68-a182ebad45bb	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/GDC/WXS/63ce6678-4d64-49b3-9e68-a182ebad45bb/TCGA-A2-A0SX-10A-01D-A099-09_IlluminaGA-DNASeq_exome_gdc_realn.bam
TCGA-A2-A0SX-10A-01D-A723-36.wgs.N.hg38	3010bc18-7fee-4016-a541-f13af5548d12	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/AWS/WGS/af8fbeef-3142-48a2-a1fb-ce6d0b3058be_wgs_gdc_realn.bam
TCGA-A2-A0SX.WGS.T.hg38	e01cd023-e621-49df-859e-47ca562156b1	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/AWS/WGS/35051a27-1df1-4127-887d-4fe6f0a9c99e_wgs_gdc_realn.bam
TCGA-A2-A0T4-01A-31D-A099-09.wxs.T.hg38	83d537eb-df10-47a1-95e0-1c7efbb3bb5c	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/GDC/WXS/83d537eb-df10-47a1-95e0-1c7efbb3bb5c/TCGA-A2-A0T4-01A-31D-A099-09_IlluminaGA-DNASeq_exome_gdc_realn.bam
TCGA-A2-A0T4-10A-01D-A099-09.wxs.N.hg38	47bcf863-811d-498e-b40a-a46471d43516	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/GDC/WXS/47bcf863-811d-498e-b40a-a46471d43516/TCGA-A2-A0T4-10A-01D-A099-09_IlluminaGA-DNASeq_exome_gdc_realn.bam
TCGA-A2-A0T4-10A-01D-A75X-36.wgs.N.hg38	879ec657-41e7-4398-b9a1-886826491eaa	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/AWS/WGS/6d6bc063-afdb-4a58-80a5-e51bfd63ca29_wgs_gdc_realn.bam
TCGA-A2-A0T4.WGS.T.hg38	cd1aca29-4e1f-4293-9422-f2131733fdcd	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/AWS/WGS/b18872ce-5c86-4465-8315-d1b50663f48f_wgs_gdc_realn.bam
TCGA-A2-A0T5-01A-21D-A099-09.wxs.T.hg38	df174456-82a5-45bf-88f5-ef68a4337507	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/GDC/WXS/df174456-82a5-45bf-88f5-ef68a4337507/TCGA-A2-A0T5-01A-21D-A099-09_IlluminaGA-DNASeq_exome_gdc_realn.bam
TCGA-A2-A0T5-10A-01D-A099-09.wxs.N.hg38	ca68d711-66ca-424a-a467-08a0335842b1	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/GDC/WXS/ca68d711-66ca-424a-a467-08a0335842b1/TCGA-A2-A0T5-10A-01D-A099-09_IlluminaGA-DNASeq_exome_gdc_realn.bam
TCGA-A2-A0T5-10A-01D-A723-36.wgs.N.hg38	654096f4-571c-4ba0-9478-d21097566282	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/AWS/WGS/4b36744b-d697-49d0-a9c1-910585bd849c_wgs_gdc_realn.bam
TCGA-A2-A0T5.ATAC-Seq.T.hg38	21f62128-3081-47a2-bd34-be5fe44dd49c	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/GDC/atacseq/21f62128-3081-47a2-bd34-be5fe44dd49c/945a9898-675f-47aa-a512-589ec4971313_atacseq_gdc_realn.bam
TCGA-A2-A0T5.WGS.T.hg38	996eb82f-3900-4033-aa6d-366f178e4bb4	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/AWS/WGS/58a54be6-11ed-4dfc-9a41-3405c28f5e9d_wgs_gdc_realn.bam
TCGA-A2-A0T6-01A-11D-A099-09.wxs.T.hg38	d9cb6634-f7ea-4f72-9088-97024ba75f4b	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/GDC/WXS/d9cb6634-f7ea-4f72-9088-97024ba75f4b/TCGA-A2-A0T6-01A-11D-A099-09_IlluminaGA-DNASeq_exome_gdc_realn.bam
TCGA-A2-A0T6-10A-01D-A099-09.wxs.N.hg38	58e45224-8a85-40b5-8b5d-d23fa0d4a202	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/GDC/WXS/58e45224-8a85-40b5-8b5d-d23fa0d4a202/TCGA-A2-A0T6-10A-01D-A099-09_IlluminaGA-DNASeq_exome_gdc_realn.bam
TCGA-A2-A0T6-10A-01D-A723-36.wgs.N.hg38	905fe093-47ea-4abf-b854-2cf807c08fac	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/AWS/WGS/48b32e47-10d1-4252-b910-8293f6e7962d_wgs_gdc_realn.bam
TCGA-A2-A0T6.ATAC-Seq.T.hg38	9bafb5f1-eb63-42ca-8ccc-990cf51151b4	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/GDC/atacseq/9bafb5f1-eb63-42ca-8ccc-990cf51151b4/539b824f-690b-488e-a505-3a2639bfbe1c_atacseq_gdc_realn.bam
TCGA-A2-A0T6.WGS.T.hg38	8a1f4d48-52e5-4fb0-9b2e-794e5dee76fc	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/AWS/WGS/ffab8c42-d1d1-46cb-8466-c54ea2e6cccf_wgs_gdc_realn.bam
TCGA-A2-A0T7-01A-21D-A099-09.wxs.T.hg38	69f5d9a8-b9ef-425c-957c-9c431a3ea695	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/GDC/WXS/69f5d9a8-b9ef-425c-957c-9c431a3ea695/TCGA-A2-A0T7-01A-21D-A099-09_IlluminaGA-DNASeq_exome_gdc_realn.bam
TCGA-A2-A0T7-10A-01D-A099-09.wxs.N.hg38	ef15c270-2b24-491a-8bfa-396af2bf6ab5	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/GDC/WXS/ef15c270-2b24-491a-8bfa-396af2bf6ab5/TCGA-A2-A0T7-10A-01D-A099-09_IlluminaGA-DNASeq_exome_gdc_realn.bam
TCGA-A2-A0T7-10A-01D-A723-36.wgs.N.hg38	add15f02-6dde-4262-b189-d94c628e7513	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/AWS/WGS/7926adee-13c5-4a77-8566-1a199222e220_wgs_gdc_realn.bam
TCGA-A2-A0T7.WGS.T.hg38	293683a9-891b-4e5d-9933-1e9c05b38527	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/AWS/WGS/b590e3b0-a1aa-448a-b8a2-25e4c873cbd1_wgs_gdc_realn.bam
TCGA-A2-A0YD-01A-11D-A10G-09.wxs.T.hg38	26631561-160c-429a-9051-13609c32ae88	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/GDC/WXS/26631561-160c-429a-9051-13609c32ae88/TCGA-A2-A0YD-01A-11D-A10G-09_IlluminaGA-DNASeq_exome_1_gdc_realn.bam
TCGA-A2-A0YD-10A-01D-A10G-09.wxs.N.hg38	6030c1cd-c29a-4029-83c4-2bfbc6be1de9	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/GDC/WXS/6030c1cd-c29a-4029-83c4-2bfbc6be1de9/TCGA-A2-A0YD-10A-01D-A10G-09_IlluminaGA-DNASeq_exome_gdc_realn.bam
TCGA-A2-A0YD-10A-01D-A723-36.wgs.N.hg38	55c8c56b-519e-4bec-93a0-4d7220c006ca	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/AWS/WGS/73d73a06-d81f-40fb-964e-e3b87395fa6a_wgs_gdc_realn.bam
TCGA-A2-A0YD.WGS.T.hg38	64e1e79d-3075-4183-bf88-46942b18dcb0	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/AWS/WGS/33b9b665-33ae-48a1-afc4-6dae2ebc81ab_wgs_gdc_realn.bam
TCGA-A2-A0YG-01A-21D-A10G-09.wxs.T.hg38	db6769fd-a157-44e1-a43a-e91d6606ea83	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/GDC/WXS/db6769fd-a157-44e1-a43a-e91d6606ea83/TCGA-A2-A0YG-01A-21D-A10G-09_IlluminaGA-DNASeq_exome_HOLD_QC_PENDING_gdc_realn.bam
TCGA-A2-A0YG-10A-01D-A10G-09.wxs.N.hg38	b9c204c9-d8a1-442f-b735-a7f3a076f60d	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/GDC/WXS/b9c204c9-d8a1-442f-b735-a7f3a076f60d/TCGA-A2-A0YG-10A-01D-A10G-09_IlluminaGA-DNASeq_exome_1_gdc_realn.bam
TCGA-A2-A0YG-10A-01D-A724-36.wgs.N.hg38	4e1f4349-ccb4-4ed2-b0b1-b616499f9c02	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/AWS/WGS/c513c0e3-d9c3-40aa-a485-71b01fae78e4_wgs_gdc_realn.bam
TCGA-A2-A0YG.ATAC-Seq.T.hg38	5af5e405-7257-4897-9211-d4755fd92049	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/GDC/atacseq/5af5e405-7257-4897-9211-d4755fd92049/ff9cbc57-60f4-45c7-82f6-7670199ba28c_atacseq_gdc_realn.bam
TCGA-A2-A0YG.WGS.N.hg38	b5ed732e-edfc-4764-8c2e-f1e4087a6b2e	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/AWS/WGS/05ac8012bd475ab2ce3d45b2e0e5864b_gdc_realn.bam
TCGA-A2-A0YG.WGS.T.hg38	366866e4-1000-451e-b085-ddb2976ff03e	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/AWS/WGS/4c2727a7-20b1-4bfe-bef8-72bce7b5d3e2_wgs_gdc_realn.bam
TCGA-A2-A0YH-01A-11D-A10G-09.wxs.T.hg38	34c2b4e5-b57e-4bc8-92c4-575b1926708a	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/GDC/WXS/34c2b4e5-b57e-4bc8-92c4-575b1926708a/TCGA-A2-A0YH-01A-11D-A10G-09_IlluminaGA-DNASeq_exome_gdc_realn.bam
TCGA-A2-A0YH-10A-01D-A10G-09.wxs.N.hg38	7f065019-62b5-47e1-96b7-87341f318ff0	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/GDC/WXS/7f065019-62b5-47e1-96b7-87341f318ff0/TCGA-A2-A0YH-10A-01D-A10G-09_IlluminaGA-DNASeq_exome_gdc_realn.bam
TCGA-A2-A0YH-10A-01D-A723-36.wgs.N.hg38	dd7faa8e-0620-408b-80f8-f83a118d1b75	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/AWS/WGS/198db46c-b174-4a20-ad34-e5b82b49e844_wgs_gdc_realn.bam
TCGA-A2-A0YH.WGS.T.hg38	8e43633e-1a16-46e5-aba5-994d4c555315	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/AWS/WGS/7132cfb8-66e0-4fa1-b80c-7c0aa79b89c1_wgs_gdc_realn.bam
TCGA-A2-A0YJ-01A-11D-A10G-09.wxs.T.hg38	ba96a36a-3ad4-4fb4-beef-b7b325e5a721	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/GDC/WXS/ba96a36a-3ad4-4fb4-beef-b7b325e5a721/TCGA-A2-A0YJ-01A-11D-A10G-09_IlluminaGA-DNASeq_exome_HOLD_QC_PENDING_gdc_realn.bam
TCGA-A2-A0YJ-10A-01D-A10G-09.wxs.N.hg38	3ada9151-402a-4cc6-83e9-117b4c673964	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/GDC/WXS/3ada9151-402a-4cc6-83e9-117b4c673964/TCGA-A2-A0YJ-10A-01D-A10G-09_IlluminaGA-DNASeq_exome_gdc_realn.bam
TCGA-A2-A0YJ-10A-01D-A723-36.wgs.N.hg38	b5ca9577-c349-4198-b6f3-60543a00bed9	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/AWS/WGS/2bdd957f-45fc-46d9-9ffc-12ef7caa12e6_wgs_gdc_realn.bam
TCGA-A2-A0YJ.WGS.T.hg38	d1cf535e-2c01-4d6f-98e0-c837cf4284a9	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/AWS/WGS/a7960bb5-3334-4fa0-9888-c15e6a31a57a_wgs_gdc_realn.bam
TCGA-A2-A0YK-01A-22D-A117-09.wxs.T.hg38	7449dd0a-217e-4884-98a4-d74e6e4e9ebf	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/GDC/WXS/7449dd0a-217e-4884-98a4-d74e6e4e9ebf/TCGA-A2-A0YK-01A-22D-A117-09_IlluminaGA-DNASeq_exome_HOLD_QC_PENDING_gdc_realn.bam
TCGA-A2-A0YK-10A-01D-A117-09.wxs.N.hg38	48941742-dcb2-4796-863f-8be210eaea3b	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/GDC/WXS/48941742-dcb2-4796-863f-8be210eaea3b/TCGA-A2-A0YK-10A-01D-A117-09_IlluminaGA-DNASeq_exome_HOLD_QC_PENDING_gdc_realn.bam
TCGA-A2-A0YK-10A-01D-A723-36.wgs.N.hg38	46945837-4881-460a-b09f-ffd2f5aa9805	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/AWS/WGS/6f6f5d0d-6ee9-403a-bcff-9f77378a97c1_wgs_gdc_realn.bam
TCGA-A2-A0YK.WGS.T.hg38	c50e2e05-cad0-4b12-9d9c-23f1791fcc72	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/AWS/WGS/1574b2ee-b678-4828-a7f6-16855d9e41fd_wgs_gdc_realn.bam
TCGA-A2-A0YL-01A-21D-A10G-09.wxs.T.hg38	562753f5-e2e8-4b55-85e4-03fca8b1b180	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/GDC/WXS/562753f5-e2e8-4b55-85e4-03fca8b1b180/TCGA-A2-A0YL-01A-21D-A10G-09_IlluminaGA-DNASeq_exome_HOLD_QC_PENDING_gdc_realn.bam
TCGA-A2-A0YL-10A-01D-A10G-09.wxs.N.hg38	b58951f0-1775-4d6b-aa36-2ff177aca778	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/GDC/WXS/b58951f0-1775-4d6b-aa36-2ff177aca778/TCGA-A2-A0YL-10A-01D-A10G-09_IlluminaGA-DNASeq_exome_HOLD_QC_PENDING_gdc_realn.bam
TCGA-A2-A0YL-10A-01D-A723-36.wgs.N.hg38	77702dea-18df-4285-a80f-b7cad2745cc2	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/AWS/WGS/92412193-2d51-46f1-a996-aa9368b88ced_wgs_gdc_realn.bam
TCGA-A2-A0YL.ATAC-Seq.T.hg38	ac5f3076-dd25-4fcf-ade2-4c8f4eb35a9d	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/GDC/atacseq/ac5f3076-dd25-4fcf-ade2-4c8f4eb35a9d/e9e09047-e848-4663-9d8f-10d6b3c91117_atacseq_gdc_realn.bam
TCGA-A2-A0YL.WGS.T.hg38	5192d002-ff1a-44ec-8038-eaec26db7474	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/AWS/WGS/59f7f6f4-e451-488b-a7b5-90c7777b040b_wgs_gdc_realn.bam
TCGA-A2-A0YT-01A-11D-A10G-09.wxs.T.hg38	5fa56d7f-ba30-421f-b0b2-7c40ec678bed	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/GDC/WXS/5fa56d7f-ba30-421f-b0b2-7c40ec678bed/TCGA-A2-A0YT-01A-11D-A10G-09_IlluminaGA-DNASeq_exome_HOLD_QC_PENDING_gdc_realn.bam
TCGA-A2-A0YT-10A-01D-A10G-09.wxs.N.hg38	101433ca-69cd-4ea7-af21-a2900d29d96c	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/GDC/WXS/101433ca-69cd-4ea7-af21-a2900d29d96c/TCGA-A2-A0YT-10A-01D-A10G-09_IlluminaGA-DNASeq_exome_HOLD_QC_PENDING_gdc_realn.bam
TCGA-A2-A0YT-10A-01D-A724-36.wgs.N.hg38	b62faed8-d07e-45f0-954c-17a094509d85	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/AWS/WGS/2260802c-80a5-4417-86f7-027bc36b42f6_wgs_gdc_realn.bam
TCGA-A2-A0YT.ATAC-Seq.T.hg38	fdf7b8cf-86e4-4cb9-8193-ff8d6e2ecf02	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/GDC/atacseq/fdf7b8cf-86e4-4cb9-8193-ff8d6e2ecf02/3620b8d9-ba30-4f68-8d0a-8e2aadbbbe01_atacseq_gdc_realn.bam
TCGA-A2-A0YT.WGS.T.hg38	4d97bad5-8815-4268-a834-b2f22bd09e2d	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/AWS/WGS/bdb18b27-6a19-4181-9639-fe5a607dade6_wgs_gdc_realn.bam
TCGA-A2-A4RX-10A-01D-A702-36.wgs.N.hg38	e0c026bb-0f93-47d6-83a8-18f88f1bdb61	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/AWS/WGS/2326b798-175b-4913-8a84-c25a8160d039_wgs_gdc_realn.bam
TCGA-A2-A4RX.ATAC-Seq.T.hg38	6c28b2c2-404f-4fde-8758-cc9f2b951309	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/GDC/atacseq/6c28b2c2-404f-4fde-8758-cc9f2b951309/b3bbc74c-be45-4d55-9cb1-74070a516a6b_atacseq_gdc_realn.bam
TCGA-A2-A4RX.WGS.T.hg38	6de2346c-5779-4527-abd4-d384d1d2384c	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/AWS/WGS/86d0da1b-08fa-4eeb-8c42-1656ffa592ce_wgs_gdc_realn.bam
TCGA-A6-A565-01A-31D-A28G-10.wxs.T.hg38	a6c41722-7754-4a0d-bef5-62ba0feabb61	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/GDC/WXS/a6c41722-7754-4a0d-bef5-62ba0feabb61/TCGA-A6-A565-01A-31D-A28G-10_Illumina_gdc_realn.bam
TCGA-A6-A565-10A-01D-A28G-10.wxs.N.hg38	f1fe910d-0e8d-402b-9b1c-dbef348d8fd7	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/GDC/WXS/f1fe910d-0e8d-402b-9b1c-dbef348d8fd7/TCGA-A6-A565-10A-01D-A28G-10_Illumina_gdc_realn.bam
TCGA-A6-A565-10A-01D-A702-36.wgs.N.hg38	1b140581-78ec-43a7-b34c-7d2399798261	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/AWS/WGS/897bfd31-884d-4860-afea-5127732057c0_wgs_gdc_realn.bam
TCGA-A6-A565.ATAC-Seq.T.hg38	445a9002-21d6-43cd-95bc-fb16d1cb3000	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/GDC/atacseq/445a9002-21d6-43cd-95bc-fb16d1cb3000/26d27bf5-bd7e-4f88-b114-db0ae94d44c6_atacseq_gdc_realn.bam
TCGA-A6-A565.WGS.N.hg38	3065fe4f-3d75-4666-a569-2b946bac19d5	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/AWS/WGS/TCGA-A6-A565-10A-01D-A28G-10_wgs_Illumina_gdc_realn.bam
TCGA-A6-A565.WGS.T.hg38	44522fab-0a31-4cd8-b56b-6a8c877c41b5	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/AWS/WGS/58dd7ad4-970c-454d-8aaa-14d4d993e0d2_wgs_gdc_realn.bam
TCGA-A6-A566-01A-11D-A28G-10.wxs.T.hg38	b703d69b-0ee0-40ea-9f54-00b9e5185e56	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/GDC/WXS/b703d69b-0ee0-40ea-9f54-00b9e5185e56/TCGA-A6-A566-01A-11D-A28G-10_Illumina_gdc_realn.bam
TCGA-A6-A566-10A-01D-A28G-10.wxs.N.hg38	3001d98f-4021-4d39-aab5-e1ec0f3c147c	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/GDC/WXS/3001d98f-4021-4d39-aab5-e1ec0f3c147c/TCGA-A6-A566-10A-01D-A28G-10_Illumina_gdc_realn.bam
TCGA-A6-A566-10A-01D-A702-36.wgs.N.hg38	b38da8a8-baa5-483e-af27-92f872cbcd1e	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/AWS/WGS/87baa674-accb-4186-8904-5764cc8698d0_wgs_gdc_realn.bam
TCGA-A6-A566.ATAC-Seq.T.hg38	fe638d26-4545-447f-bf43-a137611b51b7	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/GDC/atacseq/fe638d26-4545-447f-bf43-a137611b51b7/352d082b-e820-4ee7-9e66-a4e7cff9dcbb_atacseq_gdc_realn.bam
TCGA-A6-A566.WGS.N.hg38	f696e796-3260-4f8f-b94d-aed61c177cb7	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/AWS/WGS/TCGA-A6-A566-10A-01D-A28G-10_wgs_Illumina_gdc_realn.bam
TCGA-A6-A566.WGS.T.hg38	f844b2b6-0dd1-49a8-95dc-5a70a7074102	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/AWS/WGS/0a445fd7-dc03-4b8c-907a-720bf4ca791d_wgs_gdc_realn.bam
TCGA-A6-A567-01A-31D-A28G-10.wxs.T.hg38	1795ac47-0e3c-4875-841e-7f5dd780e10f	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/GDC/WXS/1795ac47-0e3c-4875-841e-7f5dd780e10f/TCGA-A6-A567-01A-31D-A28G-10_Illumina_gdc_realn.bam
TCGA-A6-A567-10A-01D-A28G-10.wxs.N.hg38	926cc010-e4c9-4d76-bbe4-edb38d59ac2f	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/GDC/WXS/926cc010-e4c9-4d76-bbe4-edb38d59ac2f/TCGA-A6-A567-10A-01D-A28G-10_Illumina_gdc_realn.bam
TCGA-A6-A567-10A-01D-A702-36.wgs.N.hg38	71746498-78b2-44df-810f-5d51aef86841	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/AWS/WGS/9f33eb69-3b2b-4100-bb73-44181e972f63_wgs_gdc_realn.bam
TCGA-A6-A567.ATAC-Seq.T.hg38	ddd55e5f-8201-4436-a111-df2bb94699b8	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/GDC/atacseq/ddd55e5f-8201-4436-a111-df2bb94699b8/1a6a2a26-95a3-484d-8fb0-9e1835724d1e_atacseq_gdc_realn.bam
TCGA-A6-A567.WGS.N.hg38	fa84144c-97fe-45c9-9235-391c9ed37305	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/AWS/WGS/TCGA-A6-A567-10A-01D-A28G-10_wgs_Illumina_gdc_realn.bam
TCGA-A6-A567.WGS.T.hg38	1f00d9f0-cb18-4c02-82aa-f497542b9fb0	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/AWS/WGS/92bba83b-4f68-4c93-ae26-9f8d15aaf19d_wgs_gdc_realn.bam
TCGA-A6-A56B-01A-31D-A28G-10.wxs.T.hg38	8ced3acb-21ac-4295-891b-043802598726	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/GDC/WXS/8ced3acb-21ac-4295-891b-043802598726/TCGA-A6-A56B-01A-31D-A28G-10_Illumina_gdc_realn.bam
TCGA-A6-A56B-10A-01D-A28G-10.wxs.N.hg38	22e5b3d0-2670-4935-a6dd-18b581a5a3c5	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/GDC/WXS/22e5b3d0-2670-4935-a6dd-18b581a5a3c5/TCGA-A6-A56B-10A-01D-A28G-10_Illumina_gdc_realn.bam
TCGA-A6-A56B-10A-01D-A702-36.wgs.N.hg38	3075a584-9d8c-41ee-b2b9-7433ebbef03e	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/AWS/WGS/72027488-5705-4994-b65a-f9009e0a957f_wgs_gdc_realn.bam
TCGA-A6-A56B.ATAC-Seq.T.hg38	0f6c309e-85e4-4c7d-9303-c9973f3b2029	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/GDC/atacseq/0f6c309e-85e4-4c7d-9303-c9973f3b2029/d807fac9-5739-4bb4-a52d-a86c066e2cae_atacseq_gdc_realn.bam
TCGA-A6-A56B.WGS.N.hg38	e40a9a87-42e5-4785-9dc4-576db641922a	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/AWS/WGS/TCGA-A6-A56B-10A-01D-A28G-10_wgs_Illumina_gdc_realn.bam
TCGA-A6-A56B.WGS.T.hg38	7ceabef3-3ad6-4028-9d6f-741eb767bb98	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/AWS/WGS/3c8fbbf6-7f42-477c-9da9-7383fdc8b21d_wgs_gdc_realn.bam
TCGA-A7-A0CH-10A-01D-A723-36.wgs.N.hg38	3d66025b-20e5-410b-82be-f5bbb1725dbe	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/AWS/WGS/bff0a5f3-b148-4a47-b1f2-a6442ebb5087_wgs_gdc_realn.bam
